Question 1,Question 2,Question 3,Question 4,Question 5,Question 6,Question 7,Question 8,Question 9,Question 10,House
2,1,2,2,2,2,1,1,1,2,Gryffindor
2,1,2,1,1,1,2,2,1,1,Gryffindor
1,1,2,2,1,2,2,2,1,1,Gryffindor
1,1,1,1,1,2,2,2,1,2,Gryffindor
2,1,1,1,1,1,1,2,1,2,Gryffindor
1,2,2,1,2,2,1,1,2,2,Gryffindor
2,1,1,2,2,1,1,2,1,2,Gryffindor
1,1,2,2,1,1,1,1,2,1,Gryffindor
2,2,1,2,1,2,1,2,2,2,Gryffindor
2,1,2,1,1,2,2,2,1,2,Gryffindor
1,2,2,2,1,2,1,1,2,2,Gryffindor
2,2,2,1,2,1,1,1,1,2,Gryffindor
1,2,2,2,1,1,2,1,2,2,Gryffindor
2,1,2,1,2,1,2,1,1,2,Gryffindor
1,2,1,2,2,2,2,1,2,2,Gryffindor
1,1,1,1,2,2,2,2,2,1,Gryffindor
1,1,1,2,1,2,2,2,1,2,Gryffindor
2,1,1,1,1,2,2,1,2,1,Gryffindor
1,2,1,1,2,1,2,2,2,2,Gryffindor
2,2,1,2,1,2,2,2,1,2,Gryffindor
1,2,1,1,1,1,1,1,2,1,Gryffindor
1,1,2,1,2,1,2,2,2,2,Gryffindor
1,1,1,2,1,1,2,2,2,1,Gryffindor
2,1,1,1,1,1,1,2,2,1,Gryffindor
2,1,2,2,2,2,2,1,2,2,Gryffindor
1,2,1,1,2,2,2,2,1,1,Gryffindor
1,2,1,2,2,1,1,2,2,2,Gryffindor
2,1,2,1,2,2,1,1,1,2,Gryffindor
1,1,1,1,1,2,2,2,2,1,Gryffindor
2,2,2,1,2,2,2,1,1,2,Gryffindor
2,1,1,1,2,1,1,2,1,2,Gryffindor
1,1,2,1,2,2,2,1,2,1,Gryffindor
1,2,1,1,1,1,2,1,2,1,Gryffindor
1,1,1,1,2,1,1,2,2,1,Gryffindor
2,2,2,1,2,2,1,2,1,1,Gryffindor
2,2,1,1,1,2,2,2,2,1,Gryffindor
2,1,2,1,1,2,2,1,1,1,Gryffindor
2,2,2,1,1,2,2,2,2,1,Gryffindor
1,2,1,1,2,1,2,1,1,1,Gryffindor
2,1,1,1,2,1,2,2,2,1,Gryffindor
2,1,1,1,1,1,2,1,1,1,Gryffindor
2,1,2,1,1,1,2,1,1,2,Gryffindor
2,2,2,1,1,1,2,2,2,1,Gryffindor
1,2,2,2,1,1,1,1,1,1,Gryffindor
1,1,1,2,2,1,1,1,2,1,Gryffindor
2,1,2,2,2,2,2,1,1,2,Gryffindor
2,1,1,2,2,1,1,2,2,1,Gryffindor
1,2,1,1,2,2,2,2,1,2,Gryffindor
2,1,2,2,1,2,2,1,2,1,Gryffindor
2,2,1,2,1,1,1,1,1,1,Gryffindor
2,1,1,1,2,2,1,2,2,2,Gryffindor
2,2,2,1,1,1,2,1,1,1,Gryffindor
2,1,1,2,1,2,2,2,1,2,Gryffindor
1,1,2,2,2,1,1,1,2,2,Gryffindor
2,1,2,1,1,2,1,2,2,2,Gryffindor
1,1,2,2,1,1,1,1,2,2,Gryffindor
1,2,2,2,2,2,2,1,1,2,Gryffindor
2,1,1,1,2,1,2,1,1,2,Gryffindor
2,2,2,1,1,1,2,1,1,2,Gryffindor
1,2,1,1,1,2,1,2,1,2,Gryffindor
1,2,1,2,2,2,2,2,1,1,Gryffindor
2,1,2,1,2,1,1,1,2,1,Gryffindor
2,2,1,2,2,1,2,1,1,1,Gryffindor
1,2,2,2,2,1,2,2,2,2,Gryffindor
2,2,1,2,1,1,2,1,1,2,Gryffindor
1,2,2,2,1,2,1,2,1,1,Gryffindor
2,1,1,1,1,1,1,2,1,2,Gryffindor
1,2,2,1,2,2,1,2,2,1,Gryffindor
2,2,2,1,1,2,2,2,1,2,Gryffindor
2,2,2,2,2,2,1,1,2,1,Gryffindor
1,2,1,1,1,2,1,2,2,1,Gryffindor
2,1,1,1,1,1,2,2,2,2,Gryffindor
2,2,1,2,1,1,2,2,2,2,Gryffindor
1,1,2,1,2,1,2,2,2,1,Gryffindor
2,1,2,1,1,2,1,1,2,2,Gryffindor
2,2,2,1,2,1,2,1,1,1,Gryffindor
1,1,2,1,1,2,1,1,1,1,Gryffindor
2,1,2,1,1,2,2,2,1,2,Gryffindor
2,2,1,2,2,1,1,2,1,1,Gryffindor
2,1,2,2,1,1,1,2,1,1,Gryffindor
1,2,1,1,2,1,2,2,1,2,Gryffindor
1,2,2,1,1,2,1,2,1,1,Gryffindor
2,1,1,1,2,1,2,2,2,2,Gryffindor
1,1,2,1,1,1,2,1,2,1,Gryffindor
1,1,1,1,1,2,2,2,1,1,Gryffindor
1,2,2,2,2,2,1,2,2,2,Gryffindor
2,1,1,2,2,2,1,1,2,2,Gryffindor
2,1,2,1,1,2,2,2,2,2,Gryffindor
1,1,2,2,2,1,1,2,2,1,Gryffindor
1,1,1,1,1,1,1,2,2,1,Gryffindor
1,1,1,1,2,1,1,1,1,2,Gryffindor
2,2,2,1,1,2,1,1,2,2,Gryffindor
1,2,2,1,1,2,1,2,1,1,Gryffindor
2,2,1,1,1,2,1,1,2,2,Gryffindor
1,2,1,2,1,1,2,2,1,1,Gryffindor
1,1,2,1,2,1,1,2,1,2,Gryffindor
2,1,1,2,2,2,2,1,1,2,Gryffindor
1,1,2,2,2,1,2,2,2,2,Gryffindor
1,1,1,2,1,1,2,1,1,1,Gryffindor
1,2,1,1,1,2,1,1,1,1,Gryffindor
1,2,2,1,1,2,2,1,2,2,Gryffindor
2,1,1,1,1,1,2,1,2,1,Gryffindor
1,2,1,2,2,2,2,2,1,1,Gryffindor
2,2,1,2,2,1,1,2,2,1,Gryffindor
1,1,2,1,1,2,1,1,2,2,Gryffindor
1,1,2,2,2,2,2,2,1,1,Gryffindor
1,1,1,1,2,2,1,1,2,2,Gryffindor
1,1,2,1,1,2,2,2,2,1,Gryffindor
1,2,1,1,2,2,2,2,2,2,Gryffindor
1,2,1,2,2,1,2,1,1,1,Gryffindor
1,1,2,1,2,2,2,2,1,1,Gryffindor
1,1,1,2,2,2,1,1,1,2,Gryffindor
2,1,2,1,1,2,2,1,1,2,Gryffindor
1,2,2,2,2,2,1,1,1,1,Gryffindor
2,1,2,2,2,1,1,2,2,1,Gryffindor
2,2,1,1,1,1,1,2,2,1,Gryffindor
1,2,2,1,1,2,2,1,2,2,Gryffindor
1,2,1,1,1,1,1,1,1,1,Gryffindor
1,1,1,1,2,2,1,1,1,1,Gryffindor
2,1,1,1,2,2,1,1,1,1,Gryffindor
2,1,2,1,1,1,1,2,1,2,Gryffindor
2,1,2,1,1,1,2,2,1,2,Gryffindor
1,1,2,1,2,1,1,2,2,2,Gryffindor
2,2,1,2,1,1,1,2,2,1,Gryffindor
1,1,2,1,1,1,1,1,2,2,Gryffindor
1,1,1,2,1,1,2,2,2,2,Gryffindor
1,2,1,1,1,2,1,2,1,1,Gryffindor
1,2,1,1,2,1,2,2,2,2,Gryffindor
1,1,1,2,2,2,2,1,1,2,Gryffindor
1,2,1,2,1,1,1,2,2,2,Gryffindor
2,2,1,1,2,1,1,1,1,2,Gryffindor
1,2,1,2,1,2,2,1,2,1,Gryffindor
1,2,1,1,1,2,2,2,2,1,Gryffindor
1,1,2,1,1,2,2,2,2,2,Gryffindor
2,2,2,2,1,1,2,1,2,2,Gryffindor
1,1,2,1,1,2,1,1,2,1,Gryffindor
2,1,1,2,2,2,2,2,1,1,Gryffindor
2,2,1,2,2,2,1,2,1,2,Gryffindor
1,2,1,2,2,2,1,2,1,2,Gryffindor
2,2,2,1,1,2,1,1,1,2,Gryffindor
1,1,1,1,1,1,1,1,2,2,Gryffindor
2,1,1,1,1,1,1,2,2,2,Gryffindor
1,2,2,2,1,2,2,2,1,2,Gryffindor
1,2,1,1,2,1,2,1,1,1,Gryffindor
2,2,1,2,2,2,2,2,2,1,Gryffindor
2,1,2,2,1,2,2,2,2,2,Gryffindor
1,1,2,2,1,2,2,1,2,1,Gryffindor
1,1,1,2,2,2,1,2,1,1,Gryffindor
2,2,1,2,1,1,2,2,1,1,Gryffindor
1,2,1,1,1,1,1,2,2,1,Gryffindor
2,2,2,1,1,2,2,1,2,1,Gryffindor
1,2,1,1,2,2,2,1,2,1,Gryffindor
2,1,1,1,2,1,2,1,1,2,Gryffindor
1,2,2,1,1,1,2,1,1,1,Gryffindor
1,1,1,2,1,1,2,1,2,2,Gryffindor
2,2,1,2,1,2,1,1,2,2,Gryffindor
2,1,2,2,1,1,2,2,1,1,Gryffindor
1,1,2,2,1,1,1,1,2,1,Gryffindor
1,2,2,1,2,1,2,2,1,2,Gryffindor
1,2,1,1,2,1,1,2,1,1,Gryffindor
2,2,1,1,2,1,1,2,2,1,Gryffindor
2,2,1,1,1,2,2,2,2,1,Gryffindor
1,1,1,1,2,2,2,1,1,2,Gryffindor
2,1,1,1,2,1,2,2,2,2,Gryffindor
2,1,1,2,1,1,1,2,2,1,Gryffindor
2,1,2,2,1,2,2,2,1,2,Gryffindor
1,1,1,2,1,2,2,2,1,1,Gryffindor
2,1,1,2,1,1,1,2,2,1,Gryffindor
2,1,2,1,1,1,1,2,1,2,Gryffindor
1,1,2,2,1,1,2,2,2,2,Gryffindor
2,2,1,2,1,1,1,2,2,1,Gryffindor
1,1,2,1,2,1,1,2,2,2,Gryffindor
1,1,2,2,1,1,2,2,2,2,Gryffindor
2,1,2,2,1,2,1,2,1,1,Gryffindor
2,2,2,2,2,1,2,2,1,1,Gryffindor
2,1,1,2,1,2,2,1,1,1,Gryffindor
1,1,2,1,1,2,1,2,2,2,Gryffindor
2,2,2,2,1,1,2,2,1,2,Gryffindor
2,1,2,1,1,2,1,1,1,2,Gryffindor
1,2,2,1,2,1,1,1,2,2,Gryffindor
1,1,2,1,1,2,2,1,1,2,Gryffindor
2,2,1,1,1,1,1,2,1,1,Gryffindor
1,2,1,1,2,2,2,1,1,2,Gryffindor
1,1,2,1,1,1,1,2,1,1,Gryffindor
2,2,1,1,1,2,2,2,2,2,Gryffindor
2,1,2,2,2,1,1,1,2,2,Gryffindor
2,2,1,2,1,2,1,2,2,1,Gryffindor
2,2,2,1,1,1,2,1,1,1,Gryffindor
2,2,1,1,1,2,2,1,2,2,Gryffindor
1,1,2,1,2,2,1,2,1,1,Gryffindor
1,2,2,1,1,1,2,1,2,2,Gryffindor
2,2,2,2,2,2,1,2,1,2,Gryffindor
1,2,2,2,1,1,2,1,2,1,Gryffindor
1,1,2,1,2,1,2,1,2,2,Gryffindor
1,1,1,2,2,1,1,2,2,2,Gryffindor
2,2,2,2,2,1,1,1,2,1,Gryffindor
1,2,2,1,1,2,1,1,2,2,Gryffindor
2,1,1,1,2,2,2,2,2,2,Gryffindor
2,2,2,1,1,2,1,2,1,1,Gryffindor
1,1,2,2,1,2,1,1,2,1,Gryffindor
1,1,2,1,1,2,1,1,2,1,Gryffindor
1,1,1,2,2,2,2,2,1,1,Gryffindor
1,1,1,1,1,2,1,2,2,2,Gryffindor
2,2,2,1,2,2,1,2,2,2,Gryffindor
2,2,1,1,2,2,1,2,2,2,Gryffindor
2,2,2,2,2,1,1,1,1,2,Gryffindor
1,1,1,2,1,1,2,2,2,2,Gryffindor
1,1,1,2,2,2,2,2,2,1,Gryffindor
2,2,1,1,2,2,1,2,1,2,Gryffindor
1,2,1,2,1,2,2,2,2,1,Gryffindor
1,2,2,2,2,2,2,1,1,2,Gryffindor
2,2,2,2,2,1,2,2,2,2,Gryffindor
2,2,2,1,1,1,1,2,2,2,Gryffindor
1,2,2,2,1,2,1,2,1,1,Gryffindor
1,2,1,1,1,2,2,1,2,2,Gryffindor
1,1,1,2,1,2,2,1,2,1,Gryffindor
2,1,2,1,1,2,1,1,2,2,Gryffindor
2,2,1,1,2,2,2,1,2,1,Gryffindor
1,1,2,1,2,1,2,1,1,1,Gryffindor
2,2,2,1,2,1,1,1,2,1,Gryffindor
3,3,4,4,3,3,4,3,4,3,Slytherin
4,4,3,3,3,3,4,4,3,4,Slytherin
3,4,3,3,3,3,3,4,4,3,Slytherin
4,4,4,4,4,4,4,3,4,4,Slytherin
3,3,3,4,4,3,4,4,3,3,Slytherin
4,4,3,4,4,4,4,3,4,3,Slytherin
3,3,4,4,4,4,3,3,3,4,Slytherin
3,4,3,4,3,3,4,4,3,3,Slytherin
3,3,4,3,4,4,4,4,4,3,Slytherin
3,4,4,4,3,3,4,4,4,4,Slytherin
4,4,3,3,3,4,3,3,4,4,Slytherin
4,3,3,3,3,4,4,3,3,4,Slytherin
4,4,3,4,4,4,3,4,3,3,Slytherin
3,4,4,4,4,3,3,4,3,3,Slytherin
3,3,4,3,4,3,4,4,4,3,Slytherin
4,4,3,3,4,4,4,3,4,3,Slytherin
4,3,3,3,3,4,4,4,3,4,Slytherin
4,3,4,4,4,4,4,3,3,3,Slytherin
4,4,4,4,4,4,3,4,4,3,Slytherin
4,4,3,4,4,4,3,3,3,3,Slytherin
3,4,3,4,3,3,3,3,3,3,Slytherin
4,3,4,3,4,4,4,4,4,4,Slytherin
4,3,3,3,3,3,4,4,3,3,Slytherin
3,3,3,4,3,3,4,4,4,4,Slytherin
4,4,3,4,4,4,4,3,4,4,Slytherin
4,4,3,4,4,3,3,4,4,3,Slytherin
4,4,3,3,4,4,4,3,3,3,Slytherin
4,4,3,3,3,3,4,3,4,3,Slytherin
3,4,4,3,3,4,3,4,4,4,Slytherin
4,3,3,3,4,3,3,4,3,3,Slytherin
4,3,4,4,3,3,3,3,3,3,Slytherin
4,4,3,4,4,3,4,3,4,4,Slytherin
4,4,4,3,3,3,4,4,4,4,Slytherin
4,4,3,3,3,4,4,4,3,4,Slytherin
4,4,3,3,3,3,3,4,3,3,Slytherin
4,4,4,4,4,4,4,4,3,3,Slytherin
3,4,4,3,3,3,4,4,4,3,Slytherin
3,3,4,3,4,4,3,3,4,4,Slytherin
3,4,3,3,4,4,4,4,3,3,Slytherin
4,3,3,3,4,4,4,3,4,4,Slytherin
4,3,3,4,3,3,4,4,3,4,Slytherin
3,4,4,4,3,3,4,4,3,3,Slytherin
3,4,3,4,4,4,3,3,3,4,Slytherin
3,4,3,4,3,3,4,4,3,3,Slytherin
4,3,4,3,4,3,3,4,3,4,Slytherin
4,4,4,3,3,3,4,3,4,4,Slytherin
3,4,3,3,3,3,4,3,4,4,Slytherin
4,3,4,3,3,3,4,4,4,4,Slytherin
4,3,3,4,4,3,4,4,4,4,Slytherin
4,3,4,4,4,3,4,4,4,4,Slytherin
4,3,3,3,3,3,3,3,3,4,Slytherin
4,4,4,3,4,4,3,3,3,3,Slytherin
4,4,4,4,3,4,3,4,4,3,Slytherin
4,4,4,4,4,3,3,4,4,3,Slytherin
4,4,4,3,3,4,3,4,3,4,Slytherin
4,4,4,4,3,4,4,3,3,4,Slytherin
3,4,3,3,4,3,3,3,3,3,Slytherin
3,3,4,4,3,3,4,3,3,4,Slytherin
3,3,3,3,4,3,4,4,4,4,Slytherin
3,3,4,3,4,4,4,3,3,4,Slytherin
4,3,3,4,4,4,4,4,4,4,Slytherin
3,4,4,3,4,3,4,4,4,4,Slytherin
3,4,3,3,3,3,4,4,4,3,Slytherin
3,3,4,3,4,4,4,3,3,4,Slytherin
4,3,3,3,3,3,4,3,3,4,Slytherin
4,4,3,4,4,4,4,4,4,4,Slytherin
4,4,4,4,3,3,4,3,3,3,Slytherin
3,3,4,3,4,3,4,3,3,4,Slytherin
3,3,3,4,4,3,4,3,4,3,Slytherin
3,4,4,4,3,4,3,3,3,3,Slytherin
3,3,3,3,4,3,4,3,4,3,Slytherin
4,4,3,4,4,3,4,3,3,3,Slytherin
4,3,4,4,4,4,3,3,4,3,Slytherin
3,4,4,3,4,3,4,3,3,4,Slytherin
4,4,4,4,4,4,3,4,4,3,Slytherin
4,3,3,3,4,3,4,4,3,3,Slytherin
3,3,4,4,3,3,4,3,3,3,Slytherin
4,3,4,3,3,3,4,4,3,4,Slytherin
4,3,4,3,3,4,3,4,4,4,Slytherin
4,4,3,3,3,3,4,3,3,4,Slytherin
3,3,3,3,4,3,3,4,3,4,Slytherin
4,4,3,3,4,3,4,3,3,3,Slytherin
4,3,4,3,3,4,3,3,4,3,Slytherin
3,4,3,4,3,4,3,4,4,3,Slytherin
3,4,3,3,4,3,4,3,3,4,Slytherin
3,3,4,3,3,3,3,3,3,4,Slytherin
3,4,3,4,4,3,4,4,3,4,Slytherin
3,3,3,4,4,3,4,4,3,4,Slytherin
3,4,3,4,4,3,3,4,3,4,Slytherin
3,3,3,4,4,4,3,3,4,4,Slytherin
4,4,4,3,4,3,4,4,3,3,Slytherin
3,4,4,3,3,3,4,3,4,4,Slytherin
4,4,4,4,3,4,4,3,3,4,Slytherin
4,3,3,3,3,3,4,4,3,4,Slytherin
4,4,4,3,4,4,4,4,3,3,Slytherin
4,3,4,4,4,3,3,4,4,3,Slytherin
3,3,4,3,4,4,3,3,3,3,Slytherin
4,3,4,4,4,4,4,4,4,3,Slytherin
3,3,4,4,3,4,3,3,4,4,Slytherin
4,3,3,3,3,3,4,4,4,4,Slytherin
4,4,4,4,4,4,3,3,3,4,Slytherin
4,3,3,3,4,3,4,4,3,3,Slytherin
3,4,4,4,4,4,4,4,3,3,Slytherin
3,3,4,4,3,4,3,3,4,3,Slytherin
3,4,3,3,3,4,3,4,3,4,Slytherin
3,3,3,4,3,3,4,4,3,3,Slytherin
3,4,4,4,4,4,4,3,4,4,Slytherin
3,4,4,3,4,3,4,3,3,4,Slytherin
3,3,4,3,4,3,4,4,4,3,Slytherin
3,3,4,3,3,4,4,4,3,4,Slytherin
3,3,3,4,4,3,3,4,4,3,Slytherin
4,3,3,4,3,4,4,3,4,4,Slytherin
4,4,3,4,4,4,4,4,4,3,Slytherin
4,4,4,4,3,3,3,3,3,4,Slytherin
3,3,3,3,3,3,4,3,3,3,Slytherin
3,3,3,4,4,3,3,3,3,3,Slytherin
3,4,3,4,4,4,3,3,3,3,Slytherin
4,4,4,4,3,4,3,3,3,4,Slytherin
4,3,3,4,3,3,4,3,3,3,Slytherin
4,4,4,4,3,3,3,4,4,3,Slytherin
3,3,3,4,4,4,4,3,4,4,Slytherin
4,4,4,3,3,4,4,4,3,3,Slytherin
4,4,4,4,3,3,3,4,4,4,Slytherin
4,4,3,4,3,3,4,4,3,3,Slytherin
4,3,3,3,4,3,4,4,3,4,Slytherin
4,3,3,4,3,3,4,4,3,3,Slytherin
4,3,3,4,3,3,3,4,4,3,Slytherin
3,4,4,4,3,3,4,3,4,4,Slytherin
3,3,3,3,3,3,4,4,4,3,Slytherin
4,4,3,3,4,4,4,3,4,4,Slytherin
4,3,4,3,3,4,3,3,4,4,Slytherin
3,3,3,3,3,4,4,3,4,3,Slytherin
4,3,3,3,3,3,3,3,4,3,Slytherin
4,3,3,4,4,3,3,3,3,3,Slytherin
4,4,3,3,3,3,3,4,3,3,Slytherin
3,4,3,3,4,4,3,4,4,4,Slytherin
3,3,4,4,3,4,3,4,4,3,Slytherin
3,3,4,3,4,3,4,3,3,3,Slytherin
4,4,4,3,4,4,4,4,4,3,Slytherin
3,4,4,4,4,3,4,3,3,3,Slytherin
3,3,4,4,4,4,3,3,4,4,Slytherin
3,4,4,3,4,4,3,3,3,4,Slytherin
3,3,3,3,3,4,4,4,3,3,Slytherin
4,3,4,4,3,4,3,4,3,3,Slytherin
4,4,3,4,3,4,3,3,4,3,Slytherin
4,4,3,4,3,4,4,4,4,3,Slytherin
4,4,4,3,3,4,3,3,3,4,Slytherin
3,4,3,4,4,3,3,4,3,3,Slytherin
4,4,3,3,3,4,3,3,3,3,Slytherin
3,3,3,4,4,3,4,4,3,3,Slytherin
3,3,4,4,4,4,3,3,4,4,Slytherin
3,3,3,3,4,4,4,4,4,4,Slytherin
4,3,4,4,4,4,3,4,4,3,Slytherin
3,4,4,3,4,4,4,3,4,4,Slytherin
4,4,3,3,3,3,4,3,4,3,Slytherin
3,3,3,3,4,3,4,3,3,4,Slytherin
4,4,3,4,4,4,3,3,4,4,Slytherin
3,3,3,3,3,3,4,4,3,4,Slytherin
4,4,4,4,4,4,3,3,4,3,Slytherin
4,4,4,3,3,3,3,3,3,4,Slytherin
4,4,3,4,4,3,4,4,4,4,Slytherin
4,4,4,4,4,4,3,3,4,3,Slytherin
3,3,4,3,4,4,4,4,4,3,Slytherin
4,3,3,4,4,4,3,3,3,4,Slytherin
4,3,4,4,3,4,4,4,3,4,Slytherin
4,3,3,3,4,4,3,4,3,4,Slytherin
4,4,4,4,4,3,3,3,3,3,Slytherin
3,4,4,4,3,4,4,4,4,3,Slytherin
4,3,4,4,4,4,4,3,3,4,Slytherin
3,3,4,4,3,4,4,4,3,3,Slytherin
3,3,3,3,4,4,4,3,4,3,Slytherin
4,3,4,4,3,3,3,4,4,3,Slytherin
4,4,4,3,4,3,4,4,3,3,Slytherin
4,4,3,3,4,3,4,3,3,4,Slytherin
4,4,4,3,3,4,4,4,3,4,Slytherin
4,3,3,3,4,3,3,4,4,3,Slytherin
4,4,3,4,3,4,3,3,4,3,Slytherin
4,3,4,3,3,3,4,3,3,4,Slytherin
4,4,4,3,4,4,4,3,4,3,Slytherin
3,4,3,3,4,4,3,3,4,3,Slytherin
3,4,3,3,3,4,4,3,3,4,Slytherin
4,4,4,3,4,4,3,3,3,3,Slytherin
3,3,3,4,4,3,3,3,3,3,Slytherin
3,4,4,3,3,4,3,3,4,3,Slytherin
4,4,3,4,4,4,3,3,4,4,Slytherin
3,4,3,3,3,4,4,3,3,3,Slytherin
4,4,4,3,4,4,4,4,3,4,Slytherin
3,4,3,4,4,4,4,3,3,3,Slytherin
3,4,4,4,4,4,4,3,3,3,Slytherin
3,3,4,4,3,3,3,4,3,4,Slytherin
3,4,4,4,4,4,3,4,4,3,Slytherin
4,3,3,3,3,3,4,4,3,3,Slytherin
3,3,4,3,4,3,4,3,4,4,Slytherin
4,3,3,4,4,3,4,3,3,3,Slytherin
4,3,4,4,3,3,4,3,4,4,Slytherin
3,3,4,3,4,3,4,4,3,4,Slytherin
3,3,4,4,4,3,4,3,4,4,Slytherin
4,4,3,4,3,3,4,4,4,3,Slytherin
3,4,4,4,4,3,4,4,3,4,Slytherin
4,4,3,3,4,4,3,4,3,4,Slytherin
3,3,3,3,4,4,3,4,4,4,Slytherin
3,4,3,4,4,4,3,3,3,3,Slytherin
4,4,4,3,4,4,4,4,4,4,Slytherin
4,3,4,3,4,4,3,3,4,4,Slytherin
3,4,4,3,4,4,4,4,3,4,Slytherin
3,3,3,3,4,4,3,3,4,3,Slytherin
3,4,3,4,3,4,3,4,3,4,Slytherin
3,4,4,3,3,4,4,3,4,4,Slytherin
3,3,3,4,4,3,3,4,4,4,Slytherin
3,3,4,3,3,4,4,4,3,4,Slytherin
4,4,3,4,4,4,4,4,4,4,Slytherin
4,4,3,3,3,3,3,4,3,3,Slytherin
3,3,4,4,3,3,4,3,3,4,Slytherin
4,4,3,3,4,3,3,3,4,4,Slytherin
3,4,3,3,4,4,3,4,4,3,Slytherin
4,4,4,4,4,3,4,4,4,4,Slytherin
4,4,3,3,4,3,4,3,3,4,Slytherin
4,4,3,4,3,4,3,3,3,3,Slytherin
4,3,3,3,3,3,3,4,4,3,Slytherin
4,4,3,3,3,3,4,4,4,3,Slytherin
3,3,3,4,3,4,4,3,3,4,Slytherin
4,3,3,4,4,3,3,4,3,3,Slytherin
3,3,3,3,4,3,3,4,3,3,Slytherin
4,4,4,4,3,3,4,3,4,3,Slytherin
3,4,4,3,3,4,4,4,4,4,Slytherin
4,3,3,3,3,3,4,4,4,4,Slytherin
3,3,3,4,4,4,3,3,3,4,Slytherin
4,3,4,4,4,4,4,4,3,3,Slytherin
4,3,4,4,4,3,3,4,4,3,Slytherin
4,4,3,3,3,3,4,4,4,3,Slytherin
4,3,3,3,3,3,4,3,3,4,Slytherin
4,3,4,3,4,3,3,3,3,3,Slytherin
3,4,3,3,3,3,3,4,4,4,Slytherin
3,3,3,3,3,3,4,4,4,4,Slytherin
4,4,3,4,4,3,4,4,3,3,Slytherin
3,3,3,4,4,4,4,3,4,4,Slytherin
4,4,3,3,3,3,4,3,4,3,Slytherin
3,3,4,4,3,4,3,4,4,4,Slytherin
4,3,4,4,3,4,3,4,4,4,Slytherin
3,4,3,3,3,4,4,4,3,3,Slytherin
4,4,4,3,3,3,4,4,3,3,Slytherin
4,4,4,3,4,3,4,3,3,3,Slytherin
4,4,3,4,4,4,4,4,3,4,Slytherin
3,4,3,4,3,4,3,3,4,4,Slytherin
4,3,3,3,3,4,4,3,3,3,Slytherin
4,4,4,4,4,4,3,3,4,3,Slytherin
4,3,3,4,4,4,3,4,3,4,Slytherin
4,3,4,4,4,3,4,3,4,4,Slytherin
4,3,4,3,3,3,4,3,3,3,Slytherin
4,3,4,3,4,3,4,3,3,3,Slytherin
3,3,4,3,3,3,3,3,4,4,Slytherin
4,4,4,3,4,4,4,4,4,4,Slytherin
3,3,4,4,4,4,3,4,3,3,Slytherin
4,4,4,4,4,4,3,4,4,3,Slytherin
3,4,4,4,3,3,4,4,4,4,Slytherin
3,4,3,4,3,4,4,4,3,3,Slytherin
4,3,3,4,4,3,4,3,4,3,Slytherin
3,3,3,3,4,4,3,3,3,4,Slytherin
3,4,4,3,4,4,4,3,4,3,Slytherin
4,3,3,3,4,3,4,3,4,3,Slytherin
3,3,4,4,4,4,4,3,3,3,Slytherin
4,3,3,3,3,4,4,4,3,3,Slytherin
3,4,4,3,3,4,3,3,3,3,Slytherin
4,4,4,4,3,3,3,4,4,3,Slytherin
4,3,4,3,4,3,4,4,4,3,Slytherin
4,3,3,4,3,4,3,3,3,3,Slytherin
3,3,3,3,3,3,4,3,3,4,Slytherin
3,4,4,4,3,3,3,4,4,4,Slytherin
3,3,4,3,3,3,4,3,4,3,Slytherin
4,3,4,4,3,4,3,3,4,4,Slytherin
3,3,3,3,4,4,4,3,3,4,Slytherin
4,4,4,4,3,3,4,4,4,3,Slytherin
3,4,4,3,4,3,4,4,4,4,Slytherin
3,3,3,4,3,4,3,3,4,4,Slytherin
3,4,3,4,4,3,4,4,4,4,Slytherin
4,4,3,4,3,4,4,3,3,4,Slytherin
4,4,3,4,3,3,4,3,4,4,Slytherin
4,3,3,3,3,3,3,4,4,3,Slytherin
3,4,4,4,4,3,4,4,4,4,Slytherin
4,4,3,4,4,3,4,3,3,3,Slytherin
4,4,4,3,3,4,4,3,3,4,Slytherin
3,4,4,3,3,4,3,4,3,4,Slytherin
3,4,4,4,4,3,3,3,3,4,Slytherin
3,3,3,4,3,3,3,3,3,4,Slytherin
4,3,3,3,4,3,4,4,4,3,Slytherin
3,3,3,3,4,4,4,3,3,4,Slytherin
4,3,4,4,3,4,3,4,3,4,Slytherin
4,4,3,3,4,4,4,4,4,4,Slytherin
3,3,4,3,4,4,3,3,3,3,Slytherin
4,3,4,4,3,4,4,4,4,3,Slytherin
3,3,3,4,3,3,4,3,4,3,Slytherin
4,4,3,4,3,4,4,3,4,3,Slytherin
4,3,3,4,4,3,4,4,4,3,Slytherin
3,4,3,4,4,3,4,4,4,3,Slytherin
3,4,3,4,4,4,3,3,3,4,Slytherin
4,3,4,4,3,3,3,4,4,3,Slytherin
3,4,3,3,4,3,3,3,4,3,Slytherin
3,3,3,3,3,4,4,3,3,3,Slytherin
4,3,3,3,4,3,3,3,4,3,Slytherin
3,3,3,3,4,3,4,4,3,4,Slytherin
3,4,4,3,4,4,4,4,3,3,Slytherin
4,3,4,4,3,3,3,4,3,4,Slytherin
4,3,4,4,4,4,3,4,4,3,Slytherin
4,3,3,4,4,4,4,4,4,3,Slytherin
3,4,4,4,3,4,4,4,3,4,Slytherin
4,4,3,4,3,4,4,3,4,4,Slytherin
4,4,4,3,3,4,3,4,4,3,Slytherin
3,4,4,3,3,3,3,4,3,3,Slytherin
